fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,R/W,quality
6.6,0.260,0.46,7.8,0.047,48,186,0.99580,3.20,0.54,9.1,W,5
6.6,0.260,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,W,6
6.6,0.260,0.56,15.4,0.053,32,141,0.99810,3.11,0.49,9.3,W,5
6.6,0.260,0.56,15.4,0.053,32,141,0.99810,3.11,0.49,9.3,W,5
6.6,0.270,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,W,6
6.6,0.270,0.25,3.1,0.052,41,188,0.99150,3.24,0.40,11.3,W,5
6.6,0.270,0.29,5.3,0.045,57,189,0.99530,3.31,0.79,9.8,W,5
6.6,0.270,0.30,1.9,0.025,14,153,0.99280,3.29,0.62,10.5,W,6
6.6,0.270,0.31,5.3,0.137,35,163,0.99510,3.20,0.38,9.3,W,5
6.6,0.270,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.3,W,5
6.6,0.270,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,W,5
6.6,0.270,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,W,5
6.6,0.270,0.41,1.3,0.052,16,142,0.99510,3.42,0.47,10.0,W,6
6.6,0.270,0.49,7.8,0.049,62,217,0.99590,3.17,0.45,9.4,W,6
6.6,0.270,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,W,5
6.6,0.280,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,W,6
6.6,0.280,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,W,5
6.6,0.280,0.28,8.5,0.052,55,211,0.99620,3.09,0.55,8.9,W,6
6.6,0.280,0.30,7.8,0.049,57,202,0.99580,3.24,0.39,9.5,W,5
6.6,0.280,0.30,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,W,6
6.6,0.280,0.34,0.8,0.037,42,119,0.98880,3.03,0.37,12.5,W,6
6.6,0.280,0.36,1.7,0.038,22,101,0.99120,3.29,0.57,11.6,W,6
6.6,0.280,0.41,7.0,0.046,59,194,0.99558,3.14,0.48,9.4,W,5
6.6,0.280,0.41,7.0,0.046,59,194,0.99558,3.14,0.48,9.4,W,5
6.6,0.280,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,W,5
6.6,0.280,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,W,5
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,W,6
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,W,6
6.6,0.290,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,W,7
6.6,0.290,0.31,3.9,0.027,39,96,0.99035,3.24,0.60,12.6,W,8
6.6,0.290,0.39,6.8,0.031,22,98,0.99130,3.15,0.80,12.9,W,7
6.6,0.290,0.44,9.0,0.053,62,178,0.99685,3.02,0.45,8.9,W,5
6.6,0.290,0.73,2.2,0.027,21,92,0.99000,3.12,0.48,12.4,W,6
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,W,7
6.6,0.300,0.24,1.2,0.034,17,121,0.99330,3.13,0.36,9.2,W,5
6.6,0.300,0.24,1.2,0.034,17,121,0.99330,3.13,0.36,9.2,W,5
6.6,0.300,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,W,6
6.6,0.300,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,W,6
6.6,0.300,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,W,6
6.6,0.300,0.30,4.8,0.170,60,166,0.99460,3.18,0.47,9.4,W,5
6.6,0.300,0.45,8.0,0.038,54,200,0.99560,3.18,0.48,9.5,W,5
6.6,0.300,0.74,4.6,0.041,36,159,0.99460,3.21,0.45,9.9,W,5
6.6,0.310,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10.0,W,5
6.6,0.310,0.28,1.4,0.035,28,107,0.98836,3.00,0.40,13.2,W,6
6.6,0.310,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,W,4
6.6,0.310,0.38,16.1,0.058,16,165,0.99970,3.38,0.60,9.2,W,5
6.6,0.310,0.49,7.7,0.050,52,220,0.99640,3.12,0.45,8.8,W,5
6.6,0.320,0.22,16.7,0.046,38,133,0.99790,3.22,0.67,10.4,W,6
6.6,0.320,0.22,16.7,0.046,38,133,0.99790,3.22,0.67,10.4,W,6
6.6,0.320,0.24,1.3,0.060,42.5,204,0.99512,3.59,0.51,9.2,W,5
6.6,0.320,0.26,4.6,0.031,26,120,0.99198,3.40,0.73,12.5,W,7
6.6,0.320,0.26,7.7,0.054,56,209,0.99610,3.17,0.45,8.8,W,5
6.6,0.320,0.27,10.9,0.041,37,146,0.99630,3.24,0.47,10.0,W,5
6.6,0.320,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.60,10.0,W,5
6.6,0.320,0.33,2.5,0.052,40,210,0.99316,3.15,0.60,10.0,W,5
6.6,0.320,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,W,6
6.6,0.320,0.36,8.0,0.047,57,168,0.99490,3.15,0.46,9.6,W,5
6.6,0.320,0.41,7.2,0.048,55,178,0.99537,3.20,0.46,9.4,W,5
6.6,0.320,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9.0,W,5
6.6,0.320,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9.0,W,5
6.6,0.325,0.49,7.7,0.049,53,217,0.99600,3.16,0.40,9.3,W,5
6.6,0.330,0.24,16.1,0.045,31,147,0.99822,3.08,0.52,9.2,W,5
6.6,0.330,0.24,16.1,0.045,31,147,0.99822,3.08,0.52,9.2,W,5
6.6,0.330,0.31,1.3,0.020,29,89,0.99035,3.26,0.44,12.4,W,8
6.6,0.330,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,W,5
6.6,0.330,0.40,2.7,0.041,35,86,0.98916,3.11,0.39,13.3,W,7
6.6,0.330,0.41,2.0,0.027,14,79,0.99063,3.27,0.63,12.4,W,6
6.6,0.340,0.18,6.4,0.082,47,240,0.99710,3.42,0.48,9.2,W,5
6.6,0.340,0.20,1.0,0.053,26,112,0.99336,3.32,0.55,9.1,W,5
6.6,0.340,0.24,3.3,0.034,29,99,0.99031,3.10,0.40,12.3,W,7
6.6,0.340,0.24,3.3,0.034,29,99,0.99031,3.10,0.40,12.3,W,7
6.6,0.340,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,W,6
6.6,0.340,0.27,6.2,0.059,23,136,0.99570,3.30,0.49,10.1,W,6
6.6,0.340,0.28,1.3,0.035,32,90,0.99160,3.10,0.42,10.7,W,6
6.6,0.340,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10.0,W,5
6.6,0.340,0.40,8.1,0.046,68,170,0.99494,3.15,0.50,9.5,W,6
6.6,0.340,0.40,8.1,0.046,68,170,0.99494,3.15,0.50,9.5,W,6
6.6,0.340,0.40,8.1,0.046,68,170,0.99494,3.15,0.50,9.6,W,6
6.6,0.350,0.19,10.5,0.060,15,82,0.99588,3.13,0.38,9.9,W,4
6.6,0.350,0.26,2.7,0.045,19,129,0.98952,3.24,0.48,13.0,W,7
6.6,0.350,0.29,14.4,0.044,54,177,0.99910,3.17,0.58,8.9,W,6
6.6,0.350,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12.0,W,5
6.6,0.350,0.35,6.0,0.063,31,150,0.99537,3.10,0.47,9.4,W,6
6.6,0.360,0.21,1.5,0.049,39,184,0.99280,3.18,0.41,9.9,W,6
6.6,0.360,0.24,0.9,0.038,15,72,0.99066,3.23,0.39,11.0,W,5
6.6,0.360,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,W,7
6.6,0.360,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4,W,9
6.6,0.360,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,W,6
6.6,0.360,0.52,10.1,0.050,29,140,0.99628,3.07,0.40,9.4,W,5
6.6,0.360,0.52,10.1,0.050,29,140,0.99628,3.07,0.40,9.4,W,5
6.6,0.360,0.52,11.3,0.046,8,110,0.99660,3.07,0.46,9.4,W,5
6.6,0.370,0.07,1.4,0.048,58,144,0.99220,3.17,0.38,10.0,W,5
6.6,0.370,0.24,2.0,0.064,23,120,0.99460,3.32,0.54,9.4,W,5
6.6,0.370,0.47,6.5,0.061,23,150,0.99540,3.14,0.45,9.6,W,6
6.6,0.380,0.15,4.6,0.044,25,78,0.99310,3.11,0.38,10.2,W,6
6.6,0.380,0.15,4.6,0.044,25,78,0.99310,3.11,0.38,10.2,W,6
6.6,0.380,0.18,1.2,0.042,20,84,0.99270,3.22,0.45,10.1,W,4
6.6,0.380,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,W,6
6.6,0.380,0.29,2.4,0.136,15,93,0.99336,3.18,0.60,9.5,W,5
6.6,0.380,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,W,6
6.6,0.380,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,W,6
6.6,0.380,0.36,9.2,0.061,42,214,0.99760,3.31,0.56,9.4,W,5
6.6,0.380,0.36,9.2,0.061,42,214,0.99760,3.31,0.56,9.4,W,5
6.6,0.390,0.22,4.0,0.038,17,98,0.99018,3.25,0.53,13.0,W,7
6.6,0.390,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,W,6
6.6,0.390,0.38,9.7,0.053,49,226,0.99787,3.30,0.57,9.4,W,6
6.6,0.390,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,W,6
6.6,0.390,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,W,6
6.6,0.400,0.30,5.3,0.038,20,125,0.99204,3.36,0.73,12.6,W,6
6.6,0.400,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,W,7
6.6,0.400,0.46,6.2,0.056,42,241,0.99680,3.50,0.60,9.9,W,5
6.6,0.410,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,W,6
6.6,0.410,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,W,5
6.6,0.410,0.27,10.7,0.110,20,103,0.99672,3.08,0.41,9.0,W,6
6.6,0.410,0.27,10.7,0.110,20,103,0.99672,3.08,0.41,9.0,W,6
6.6,0.410,0.31,1.6,0.042,18,101,0.99195,3.13,0.41,10.5,W,5
6.6,0.420,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9.0,W,5
6.6,0.420,0.33,2.8,0.034,15,85,0.99000,3.28,0.51,13.4,W,6
6.6,0.420,0.33,2.8,0.034,15,85,0.99000,3.28,0.51,13.4,W,6
6.6,0.425,0.25,2.4,0.034,23,87,0.99082,3.05,0.41,11.4,W,6
6.6,0.430,0.24,11.9,0.040,54,159,0.99622,3.14,0.54,9.8,W,6
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,W,6
6.6,0.440,0.32,3.0,0.095,13,75,0.98954,3.10,0.63,12.8,W,6
6.6,0.450,0.43,7.2,0.064,31,186,0.99540,3.12,0.44,9.4,W,5
6.6,0.460,0.49,7.4,0.052,19,184,0.99560,3.11,0.38,9.0,W,5
6.6,0.500,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,W,8
6.6,0.520,0.44,12.2,0.048,54,245,0.99750,3.26,0.54,9.3,W,6
6.6,0.540,0.21,16.3,0.055,41,182,0.99860,3.35,0.54,10.4,W,6
6.6,0.545,0.04,2.5,0.031,48,111,0.99060,3.14,0.32,11.9,W,5
6.6,0.550,0.01,2.7,0.034,56,122,0.99060,3.15,0.30,11.9,W,5
6.6,0.560,0.15,10.0,0.037,38,157,0.99642,3.28,0.52,9.4,W,5
6.6,0.560,0.15,10.0,0.037,38,157,0.99642,3.28,0.52,9.4,W,5
6.6,0.560,0.16,3.1,0.045,28,92,0.99400,3.12,0.35,9.1,W,6
6.6,0.560,0.22,8.9,0.034,27,133,0.99675,3.20,0.51,9.1,W,5
6.6,0.560,0.22,8.9,0.034,27,133,0.99675,3.20,0.51,9.1,W,5
6.6,0.580,0.30,5.1,0.057,30,123,0.99490,3.24,0.38,9.0,W,5
6.6,0.620,0.20,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,W,5
6.6,0.640,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,W,6
6.6,0.640,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,W,6
6.6,0.780,0.50,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,W,5
6.6,0.905,0.19,0.8,0.048,17,204,0.99340,3.34,0.56,10.0,W,5
6.7,0.105,0.32,12.4,0.051,34,106,0.99800,3.54,0.45,9.2,W,6
6.7,0.110,0.26,14.8,0.053,44,95,0.99676,3.20,0.35,9.8,W,6
6.7,0.110,0.26,14.8,0.053,44,95,0.99676,3.20,0.35,9.8,W,6
6.7,0.110,0.34,8.8,0.043,41,113,0.99620,3.42,0.40,9.3,W,7
6.7,0.110,0.34,8.8,0.043,41,113,0.99620,3.42,0.40,9.3,W,7
6.7,0.120,0.30,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,W,7
6.7,0.120,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,W,7
6.7,0.130,0.28,1.2,0.046,35,140,0.99270,3.33,0.33,10.1,W,7
6.7,0.130,0.29,5.3,0.051,31,122,0.99440,3.44,0.37,9.7,W,6
6.7,0.130,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10.0,W,6
6.7,0.130,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,W,6
6.7,0.130,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,W,6
6.7,0.140,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,W,5
6.7,0.140,0.51,4.3,0.028,57,124,0.99176,2.91,0.54,10.7,W,7
6.7,0.150,0.29,5.0,0.058,28,105,0.99460,3.52,0.44,10.2,W,7
6.7,0.150,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10.0,W,6
6.7,0.150,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10.0,W,6
6.7,0.150,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,W,6
6.7,0.150,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,W,6
6.7,0.160,0.28,2.5,0.046,40,153,0.99210,3.38,0.51,11.4,W,7
6.7,0.160,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,W,6
6.7,0.160,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,W,6
6.7,0.160,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,W,6
6.7,0.160,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,W,6
6.7,0.160,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9.0,W,6
6.7,0.160,0.34,1.6,0.026,27,109,0.99340,3.34,0.58,10.1,W,6
6.7,0.160,0.36,2.0,0.045,24,131,0.99284,3.30,0.59,10.5,W,6
6.7,0.160,0.37,1.3,0.036,45,125,0.98964,3.19,0.51,12.4,W,7
6.7,0.160,0.49,2.4,0.046,57,187,0.99520,3.62,0.81,10.4,W,6
6.7,0.170,0.27,1.4,0.032,39,149,0.99254,3.40,0.52,10.5,W,5
6.7,0.170,0.37,2.0,0.039,34,125,0.99220,3.26,0.60,10.8,W,7
6.7,0.170,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,W,6
6.7,0.170,0.50,2.1,0.043,27,122,0.99230,3.15,0.45,10.3,W,6
6.7,0.180,0.19,4.7,0.046,57,161,0.99460,3.32,0.66,10.5,W,6
6.7,0.180,0.24,10.3,0.057,64,185,0.99519,3.12,0.50,10.6,W,6
6.7,0.180,0.25,14.3,0.048,79,149,0.99750,3.12,0.37,9.7,W,5
6.7,0.180,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,W,7
6.7,0.180,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,W,7
6.7,0.180,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,W,7
6.7,0.180,0.30,6.4,0.048,40,251,0.99560,3.29,0.52,10.0,W,5
6.7,0.180,0.30,6.4,0.048,40,251,0.99560,3.29,0.52,10.0,W,5
6.7,0.180,0.30,6.4,0.048,40,251,0.99560,3.29,0.52,10.0,W,5
6.7,0.180,0.31,10.6,0.035,42,143,0.99572,3.08,0.49,9.8,W,7
6.7,0.180,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,W,7
6.7,0.190,0.23,6.2,0.047,36,117,0.99450,3.34,0.43,9.6,W,6
6.7,0.190,0.32,3.7,0.041,26,76,0.99173,2.90,0.57,10.5,W,7
6.7,0.190,0.34,1.0,0.022,22,94,0.99120,3.23,0.57,11.1,W,6
6.7,0.190,0.36,1.1,0.026,63,143,0.99120,3.27,0.48,11.0,W,6
6.7,0.190,0.39,1.0,0.032,14,71,0.98912,3.31,0.38,13.0,W,7
6.7,0.190,0.39,1.0,0.032,14,71,0.98912,3.31,0.38,13.0,W,7
6.7,0.190,0.41,15.6,0.056,75,155,0.99950,3.20,0.44,8.8,W,6
6.7,0.200,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,W,6
6.7,0.200,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,W,6
6.7,0.200,0.30,1.4,0.025,17,76,0.99104,3.11,0.44,11.0,W,6
6.7,0.200,0.37,1.7,0.025,42,103,0.99022,3.11,0.45,11.4,W,5
6.7,0.200,0.41,9.1,0.044,50,166,0.99540,3.14,0.58,9.8,W,6
6.7,0.200,0.42,14.0,0.038,83,160,0.99870,3.16,0.50,9.4,W,6
6.7,0.210,0.32,5.4,0.047,29,140,0.99500,3.39,0.46,9.7,W,6
6.7,0.210,0.34,1.4,0.049,36,112,0.99091,3.02,0.50,11.0,W,6
6.7,0.210,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,W,7
6.7,0.210,0.36,8.6,0.020,20,86,0.99146,3.19,0.22,13.4,W,7
6.7,0.210,0.37,2.5,0.034,35,89,0.99130,3.25,0.50,11.0,W,7
6.7,0.210,0.42,9.1,0.049,31,150,0.99530,3.12,0.74,9.9,W,7
6.7,0.210,0.48,14.8,0.050,31,195,0.99942,2.95,0.75,8.8,W,6
6.7,0.210,0.49,1.4,0.047,30,114,0.99140,2.92,0.42,10.8,W,7
6.7,0.220,0.22,1.2,0.038,5,124,0.99098,3.10,0.37,11.2,W,4
6.7,0.220,0.33,1.2,0.036,36,86,0.99058,3.10,0.76,11.4,W,6
6.7,0.220,0.37,1.6,0.028,24,102,0.99130,3.29,0.59,11.6,W,7
6.7,0.220,0.39,1.2,0.049,26,152,0.99346,3.50,0.47,10.0,W,6
6.7,0.220,0.39,10.2,0.038,60,149,0.99725,3.17,0.54,10.0,W,7
6.7,0.230,0.17,1.3,0.061,14,100,0.99250,3.07,0.55,9.5,W,5
6.7,0.230,0.25,1.6,0.036,28,143,0.99256,3.30,0.54,10.3,W,6
6.7,0.230,0.26,1.4,0.060,33,154,0.99340,3.24,0.56,9.5,W,6
6.7,0.230,0.31,2.1,0.046,30,96,0.99260,3.33,0.64,10.7,W,8
6.7,0.230,0.31,2.1,0.046,30,96,0.99260,3.33,0.64,10.7,W,8
6.7,0.230,0.33,1.8,0.036,23,96,0.99250,3.32,0.40,10.8,W,6
6.7,0.230,0.33,8.1,0.048,45,176,0.99472,3.11,0.52,10.1,W,6
6.7,0.230,0.39,2.5,0.172,63,158,0.99370,3.11,0.36,9.4,W,6
6.7,0.230,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,W,5
6.7,0.240,0.26,5.4,0.030,15,94,0.99045,3.15,0.38,12.7,W,6
6.7,0.240,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,W,5
6.7,0.240,0.29,6.8,0.038,54,127,0.99320,3.33,0.46,11.6,W,7
6.7,0.240,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9.0,W,5
6.7,0.240,0.30,3.9,0.042,105,179,0.99189,3.04,0.59,11.3,W,8
6.7,0.240,0.30,3.9,0.042,105,179,0.99189,3.04,0.59,11.3,W,8
6.7,0.240,0.30,10.2,0.070,44,179,0.99666,2.86,0.46,8.9,W,6
6.7,0.240,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,W,6
6.7,0.240,0.32,9.0,0.023,20,109,0.99262,3.34,0.35,12.6,W,6
6.7,0.240,0.32,9.0,0.023,20,109,0.99262,3.34,0.35,12.6,W,6
6.7,0.240,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,W,5
6.7,0.240,0.33,12.3,0.046,31,145,0.99830,3.36,0.40,9.5,W,5
6.7,0.240,0.33,12.3,0.046,31,145,0.99830,3.36,0.40,9.5,W,5
6.7,0.240,0.35,13.1,0.050,64,205,0.99700,3.15,0.50,9.5,W,5
6.7,0.240,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,W,6
6.7,0.240,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,W,6
6.7,0.240,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,W,6
6.7,0.240,0.39,2.9,0.173,63,157,0.99370,3.10,0.34,9.4,W,6
6.7,0.240,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12.0,W,5
6.7,0.240,0.41,8.7,0.036,29,148,0.99520,3.22,0.62,9.9,W,6
6.7,0.240,0.41,9.4,0.040,49,166,0.99540,3.12,0.61,9.9,W,6
6.7,0.240,0.46,2.2,0.033,19,111,0.99045,3.10,0.62,11.9,W,6
6.7,0.250,0.13,1.2,0.041,81,174,0.99200,3.14,0.42,9.8,W,5
6.7,0.250,0.23,7.2,0.038,61,220,0.99520,3.14,0.35,9.5,W,5
6.7,0.250,0.26,1.6,0.041,118.5,216,0.99490,3.55,0.63,9.4,W,3
6.7,0.250,0.26,13.5,0.060,50,156,0.99784,3.39,0.46,9.9,W,6
6.7,0.250,0.31,1.4,0.061,30.5,218,0.99388,3.16,0.53,9.5,W,5
6.7,0.250,0.33,2.9,0.057,52,173,0.99340,3.02,0.48,9.5,W,7
6.7,0.250,0.34,12.9,0.048,30,161,0.99860,3.44,0.47,9.5,W,6
6.7,0.250,0.36,8.6,0.037,63,206,0.99553,3.18,0.50,9.6,W,5
6.7,0.250,0.74,19.4,0.054,44,169,1.00040,3.51,0.45,9.8,W,6
6.7,0.260,0.26,4.0,0.079,35.5,216,0.99560,3.31,0.68,9.5,W,5
6.7,0.260,0.26,4.1,0.073,36,202,0.99560,3.30,0.67,9.5,W,5
6.7,0.260,0.29,5.8,0.025,26,74,0.99290,3.28,0.53,11.0,W,6
6.7,0.260,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,W,6
6.7,0.260,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,W,6
6.7,0.260,0.30,1.8,0.043,25,121,0.99440,3.44,0.61,10.2,W,6
6.7,0.260,0.39,1.1,0.040,45,147,0.99350,3.32,0.58,9.6,W,8
6.7,0.260,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,W,6
6.7,0.260,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,W,5
6.7,0.260,0.49,8.3,0.047,54,191,0.99540,3.23,0.40,10.3,W,6
6.7,0.260,0.51,8.0,0.062,50,194,0.99545,3.13,0.50,9.6,W,5
6.7,0.265,0.22,8.6,0.048,54,198,0.99550,3.25,0.41,10.2,W,5
6.7,0.270,0.12,1.3,0.041,62,138,0.99210,3.21,0.42,10.0,W,6
6.7,0.270,0.25,8.0,0.053,54,202,0.99610,3.22,0.43,9.3,W,5
6.7,0.270,0.25,8.0,0.053,54,202,0.99610,3.22,0.43,9.3,W,5
6.7,0.270,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,W,6
6.7,0.270,0.30,13.9,0.029,34,131,0.99530,3.36,0.50,12.0,W,7
6.7,0.270,0.31,15.7,0.036,44,179,0.99790,3.26,0.56,9.6,W,5
6.7,0.270,0.33,3.6,0.034,9,45,0.99144,3.08,0.40,10.5,W,6
6.7,0.270,0.33,3.6,0.034,9,45,0.99144,3.08,0.40,10.5,W,6
6.7,0.270,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,W,6
6.7,0.270,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,W,6
6.7,0.280,0.14,1.4,0.043,64,159,0.99200,3.17,0.39,10.0,W,5
6.7,0.280,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,W,7
6.7,0.280,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,W,6
6.7,0.280,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,W,8
6.7,0.280,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11.0,W,7
6.7,0.280,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11.0,W,7
6.7,0.280,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11.0,W,7
6.7,0.280,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,W,6
6.7,0.290,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,W,5
6.7,0.290,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,W,5
6.7,0.290,0.49,4.7,0.034,35,156,0.99450,3.13,0.45,9.9,W,6
6.7,0.300,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,W,7
6.7,0.300,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,W,7
6.7,0.300,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,W,7
6.7,0.300,0.35,1.4,0.180,36,160,0.99370,3.11,0.54,9.4,W,6
6.7,0.300,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,W,5
6.7,0.300,0.44,18.8,0.057,65,224,0.99956,3.11,0.53,9.1,W,5
6.7,0.300,0.45,10.6,0.032,56,212,0.99700,3.22,0.59,9.5,W,6
6.7,0.300,0.49,4.8,0.034,36,158,0.99450,3.12,0.45,9.9,W,6
6.7,0.300,0.50,12.1,0.045,38,127,0.99740,3.04,0.53,8.9,W,6
6.7,0.300,0.50,12.1,0.045,38,127,0.99740,3.04,0.53,8.9,W,6
6.7,0.300,0.50,12.1,0.045,38,127,0.99740,3.04,0.53,8.9,W,6
6.7,0.300,0.74,5.0,0.038,35,157,0.99450,3.21,0.46,9.9,W,5
6.7,0.310,0.08,1.3,0.038,58,147,0.99220,3.18,0.46,10.0,W,5
6.7,0.310,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,W,5
6.7,0.310,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,W,6
6.7,0.310,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,W,6
6.7,0.310,0.30,2.1,0.038,18,130,0.99280,3.36,0.63,10.6,W,6
6.7,0.310,0.30,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,W,7
6.7,0.310,0.30,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,W,7
6.7,0.310,0.31,4.9,0.031,20,151,0.99260,3.36,0.82,12.0,W,7
6.7,0.310,0.31,9.9,0.040,10,175,0.99530,3.46,0.55,11.4,W,4
6.7,0.310,0.32,14.5,0.038,6,79,0.99412,3.14,0.34,12.5,W,5
6.7,0.310,0.33,2.0,0.033,12,74,0.99064,3.29,0.65,12.5,W,6
6.7,0.310,0.34,6.8,0.059,51,215,0.99538,3.33,0.56,10.3,W,5
6.7,0.310,0.42,6.4,0.057,25,148,0.99550,3.16,0.45,9.6,W,5
